issued,describedByType,systemOfRecords,references,landingPage,title,theme,spatial,programCode,describedBy,description,language,isPartOf,bureauCode,contactPoint,accessLevel,publisher,keyword,license,rights,modified,accrualPeriodicity,dataQuality,distribution,identifier 
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedArea_01/MapServer,U.S. Forest Service National Forest Lands with Nationally Designated Management or Use Limitations,['geospatial'],,['005:000'],,"A map service on the www depicting an area depicting National Forest System land parcels that have management or use limits placed on them by legal authority. Examples are: National Recreation Area, National Monument, and National Game Refuge. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['Designated Areas', 'areas', 'boundaries', 'boundary', 'forest service', 'land parcels', 'national designated areas', 'usfs']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,,,"[{'description': 'A map service on the www depicting an area depicting National Forest System land parcels that have management or use limits placed on them by legal authority. Examples are: National Recreation Area, National Monument, and National Game Refuge. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service Other National Designated Areas', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedArea_01/MapServer', '@type': 'dcat:Distribution'}, {'downloadURL': 'http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_OtherNationalDesignatedArea_01/MapServer', '@type': 'dcat:Distribution', 'description': 'ArcGIS Feature Service', 'mediaType': 'text/html', 'title': 'US Forest Service Other National Designated Area'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedArea_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.OtherNationalDesignatedArea.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.OtherNationalDesignatedArea.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.OtherNationalDesignatedArea.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.OtherNationalDesignatedArea.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.OtherNationalDesignatedArea.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.OtherNationalDesignatedArea.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_OtherNationalDesignatedArea_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00025
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedAreaStatus_01/MapServer,U.S. Forest Service National Forest Lands with Nationally Designated Management or Use Limitations: Legal Status,['geospatial'],,['005:000'],,"A map service on the www depicting the status of areas showing National Forest System land parcels that have management or use limits placed on them by legal authority. Examples are: National Recreation Area, National Monument, and National Game Refuge. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['Designated Areas', 'areas', 'forest service', 'land parcels', 'status', 'usfs']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,,,"[{'description': 'A map service on the www depicting the status of areas showing National Forest System land parcels that have management or use limits placed on them by legal authority. Examples are: National Recreation Area, National Monument, and National Game Refuge. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service Other National Designated Areas Status', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedAreaStatus_01/MapServer', '@type': 'dcat:Distribution'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW_FEATURE/EDW_OtherNationalDesignatedAreaStatus_01/FeatureServer', '@type': 'dcat:Distribution', 'description': 'ArcGIS Feature Service', 'mediaType': 'text/html', 'title': 'National Forest Lands with Nationally Designated Management or Use Limitations: Legal Status'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_OtherNationalDesignatedAreaStatus_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.OthNatlDesgAreaStatus.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.OthNatlDesgAreaStatus.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.OthNatlDesgAreaStatus.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.OthNatlDesgAreaStatus.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.OthNatlDesgAreaStatus.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.OthNatlDesgAreaStatus.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_OtherNationalDesignatedAreaStatus_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00026
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_NFSLandUnit_01/MapServer,U.S. Forest Service National Forest System Land Units,['geospatial'],,['005:000'],,"A map service on the www depicting National Forest Service land units. An NFS Land Unit is nationally significant classification of Federally owned forest, range, and related lands that are administered by the USDA Forest Service or designated for administration through the Forest Service. NFS Land Unit types include proclaimed national forest, purchase unit, national grassland, land utilization project, research and experimental area, national preserve, and other land area. Each NFS Land Unit is identified by a National Forest Fiscal Identifier (NFFID) code, a unique 4-digit number that is used for accounting purposes. The purpose of the map is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['Land', 'NFS', 'Units', 'forest service', 'land units', 'lands', 'usfs']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,,,"[{'description': 'A map service on the www depicting National Forest Service land units. An NFS Land Unit is nationally significant classification of Federally owned forest, range, and related lands that are administered by the USDA Forest Service or designated for administration through the Forest Service. NFS Land Unit types include proclaimed national forest, purchase unit, national grassland, land utilization project, research and experimental area, national preserve, and other land area. Each NFS Land Unit is identified by a National Forest Fiscal Identifier (NFFID) code, a unique 4-digit number that is used for accounting purposes. The purpose of the map is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service NFS Land Units', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_NFSLandUnit_01/MapServer', '@type': 'dcat:Distribution'}, {'downloadURL': 'http://apps.fs.fed.us/arcx/rest/services/EDW_FEATURE/EDW_NFSLandUnit_01/FeatureServer', '@type': 'dcat:Distribution', 'description': 'ArcGIS Feature Service', 'mediaType': 'text/html', 'title': 'US Forest Service NFS Land Units'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_NFSLandUnit_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.NFSLandUnit.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.NFSLandUnit.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.NFSLandUnit.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.NFSLandUnit.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.NFSLandUnit.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.NFSLandUnit.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_NFSLandUnit_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00024
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_RoadBasic_01/MapServer,U.S. Forest Service National Forest System Roads,['geospatial'],,['005:000'],,"A map service on the www depicting existing National Forest System Roads (NFSR) that are under the jurisdiction of the U.S. Forest Service. Each feature represents a segment of a road, along which all of the attributes are the same. A road is a motor vehicle travel way over 50 inches wide, unless classified and managed as a trail.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['basic roads', 'roads', 'usfs']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-08-01,,True,"[{'description': 'A map service on the www depicting existing National Forest System Roads (NFSR) that are under the jurisdiction of the U.S. Forest Service. Each feature represents a segment of a road, along which all of the attributes are the same. A road is a motor vehicle travel way over 50 inches wide, unless classified and managed as a trail.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service National Forest System Roads', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_RoadBasic_01/MapServer', '@type': 'dcat:Distribution'}, {'description': 'ArcGIS Feature Service', 'format': 'ArcGIS Feature Service', 'title': 'U.S. Forest Service National Forest System Roads', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW_FEATURE/EDW_RoadBasic_01/FeatureServer', '@type': 'dcat:Distribution'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_RoadBasic_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.RoadCore_FS.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.RoadCore_FS.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.RoadCore_FS.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.RoadCore_FS.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.RoadCore_FS.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.RoadCore_FS.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_RoadBasic_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00038
,,,,,U.S. Forest Service National Forest System Trails,['geospatial'],,['005:000'],,"A map service on the world wide web that depicts National Forest Service trails that have been approved for publication. This service is used internally and externally by forest service employees and the public to visualize trail information for each forest that has published this information. The Trail NFS Publish Layer is designed to provide information about National Forest System trail locations and characteristics to the public. When fully realized, it will describe trail locations, basic characteristics of the trail, and where and when various trail uses are prohibited, allowed and encouraged. Forests can provide no information or one of three attribute subsets describing trails. The attribute subsets include Trail NFS Centerline which includes the location and trail name and number; Trail NFS Basic which adds information about basic trail characteristics; and Trail NFS Management which adds information about where and when users are prohibited, allowed, and encouraged.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['National Forest', 'Recreation', 'Trails']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-03-19,,,"[{'description': 'A map service on the world wide web that depicts National Forest Service trails that have been approved for publication. This service is used internally and externally by forest service employees and the public to visualize trail information for each forest that has published this information.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service National Forest System Trails', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_TrailNFSPublish_01/MapServer', '@type': 'dcat:Distribution'}, {'description': 'ArcGIS Feature Service', 'format': 'ArcGIS Feature Service', 'title': 'U.S. Forest Service National Forest System Trails', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW_FEATURE/EDW_TrailNFSPublish_01/FeatureServer', '@type': 'dcat:Distribution'}, {'accessURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_TrailNFSPublish_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_TrailNFSPublish_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.TrailNFS_Publish.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.TrailNFS_Publish.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.TrailNFS_Publish.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.TrailNFS_Publish.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.TrailNFS_Publish.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.TrailNFS_Publish.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}]",USDA-FS-00068-2015
,,,,,U.S. Forest Service National Forest System Trails With Data Status,['geospatial'],,['005:000'],,"A map service on the world wide web that depicts National Forest Service trails that have been approved for publication. It also depicts the availability of trails data for each forest and ranger district. This service is used internally and externally by forest service employees and the public to visualize by forest unit the availability of trails data and trail information for each forest. The Trail NFS Publish Layer is designed to provide information about National Forest System trail locations and characteristics to the public. When fully realized, it will describe trail locations, basic characteristics of the trail, and where and when various trail uses are prohibited, allowed and encouraged. Forests can provide no information or one of three attribute subsets describing trails. The attribute subsets include Trail NFS Centerline which includes the location and trail name and number; Trail NFS Basic which adds information about basic trail characteristics; and Trail NFS Management which adds information about where and when users are prohibited, allowed, and encouraged.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['National Forest', 'Recreation', 'Trail Status', 'Trails']",https://creativecommons.org/publicdomain/zero/1.0/,,2015-03-19,,,"[{'description': 'A map service on the world wide web that depicts National Forest Service trails that have been approved for publication. It also depicts the availability of trails data for each forest and ranger district. This service is used internally and externally by forest service employees and the public to visualize by forest unit the availability of trails data and trail information for each forest.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service Trails With Data Status', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_TrailNFSPublishWithDataStatus_01/MapServer', '@type': 'dcat:Distribution'}, {'accessURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_TrailNFSPublishWithDataStatus_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'description': 'Link to generate KML', 'format': 'KML', 'title': 'KML', 'mediaType': 'html/text', 'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_TrailNFSPublishWithDataStatus_01/MapServer/generateKml', '@type': 'dcat:Distribution'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.TrailNFS_Publish.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.TrailNFS_Publish.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.TrailNFS_Publish.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.TrailNFS_Publish.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.TrailNFS_Publish.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.TrailNFS_Publish.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}]",USDA-FS-00069-2015
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_NationalGrassland_01/MapServer,U.S. Forest Service National Grassland Units,['geospatial'],,['005:000'],,"A map service on the www depicting National Grassland units designated by the Secretary of Agriculture and permanently held by the Department of Agriculture under Title III of the Bankhead-Jones Farm Tenant Act. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['GIS', 'bankhead', 'forest service', 'grassland', 'grasslands', 'usfs']",https://creativecommons.org/licenses/by/4.0,,2014-12-23,,,"[{'description': 'A map service on the www depicting U.S. Forest Service National Grassland areas.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service National Grassland Units', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_NationalGrassland_01/MapServer', '@type': 'dcat:Distribution'}, {'downloadURL': 'http://apps.fs.fed.us/arcx/rest/services/EDW_FEATURE/EDW_NationalGrassland_01/FeatureServer', '@type': 'dcat:Distribution', 'description': 'ArcGIS Feature Service', 'mediaType': 'text/html', 'title': 'US Forest Service National Grassland Units'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_NationalGrassland_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.NationalGrassland.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.NationalGrassland.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.NationalGrassland.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.NationalGrassland.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.NationalGrassland.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.NationalGrassland.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_NationalGrassland_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00001
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_WildScenicRiver_01/MapServer,U.S. Forest Service National Wild and Scenic Rivers,['geospatial'],,['005:000'],,"A map service on the www depicting areas designated as Wild and Scenic Rivers. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['land status', 'rivers', 'scenic', 'usfs', 'wild', 'wild scenic river', 'wild scenic river name']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-08-01,R/PT1S,,"[{'description': 'A map service on the www depicting areas designated as Wild and Scenic Rivers. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service National Wild and Scenic Rivers', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_WildScenicRiver_01/MapServer', '@type': 'dcat:Distribution'}, {'description': 'ArcGIS Feature Service', 'format': 'ArcGIS Feature Service', 'title': 'U.S. Forest Service National Wild and Scenic Rivers', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW_FEATURE/EDW_WildScenicRiver_01/FeatureServer', '@type': 'dcat:Distribution'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_WildScenicRiver_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.WildScenicRiver.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.WildScenicRiver.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.WildScenicRiver.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.WildScenicRiver.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.WildScenicRiver.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.WildScenicRiver.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_WildScenicRiver_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-0049
,,,,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_Wilderness_01/MapServer,U.S. Forest Service National Wilderness Areas,['geospatial'],,['005:000'],,"A map service on the www depicting parcels of Forest Service land congressionally designated as wilderness such as National Wilderness Areas. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['areas', 'land status', 'national wilderness areas', 'usfs', 'wilderness']",https://creativecommons.org/publicdomain/zero/1.0/,,2014-08-01,R/PT1S,,"[{'description': 'A map service on the www depicting parcels of Forest Service land congressionally designated as wilderness such as National Wilderness Areas. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.', 'format': 'ArcGIS Map Service', 'title': 'U.S. Forest Service Wilderness Areas', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_Wilderness_01/MapServer', '@type': 'dcat:Distribution'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW_FEATURE/EDW_Wilderness_01/FeatureServer', '@type': 'dcat:Distribution', 'description': 'ArcGIS Feature Service', 'mediaType': 'text/html', 'title': 'U.S. Forest Service Wilderness Areas'}, {'accessURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_Wilderness_01/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to generate API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.Wilderness.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.Wilderness.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/fc/S_USA.Wilderness.gdb.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.Wilderness.gdb.zip', 'mediaType': 'application/zip', 'title': 'ESRI geodatabase XML'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/shp/S_USA.Wilderness.zip', '@type': 'dcat:Distribution', 'description': 'S_USA.Wilderness.zip', 'mediaType': 'application/zip', 'title': 'Shapefile'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_Wilderness_01/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00047
,,,,,U.S. Forest Service National Wilderness Areas 2 - Green Polygon Fill,['geospatial'],,['005:000'],,"A map service on the www depicting parcels of Forest Service land congressionally designated as wilderness such as National Wilderness Areas. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others. Data displays at 1:400,000. Wilderness areas are symbolized with a green fill.",,,['005:96'],"{'hasEmail': 'mailto:data@fs.fed.us', '@type': 'vcard:Contact', 'fn': 'Dave Green'}",public,"{'@type': 'org:Organization', 'name': 'US Forest Service, Department of Agriculture'}","['ALP Land Dataset', 'ALP land dataset', 'Land Status', 'Land status', 'NFS Lands', 'NFS land', 'USDA Forest Service', 'Wilderness Name', 'usfs', 'wilderness']",https://creativecommons.org/publicdomain/zero/1.0/,Public,2015-04-28,,True,"[{'description': 'A map service on the www depicting parcels of Forest Service land congressionally designated as wilderness such as National Wilderness Areas. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.\xc2\xa0Data displays at 1:400,000. Wilderness areas are symbolized with a green fill.', 'format': 'ArcGIS Map Service', 'title': 'U.S Forest Service Wilderness Areas 2', 'mediaType': 'text/html', 'downloadURL': 'http://apps.fs.usda.gov/ArcX/rest/services/EDW/EDW_Wilderness_02/MapServer', '@type': 'dcat:Distribution'}, {'description': 'ArcGIS Online Map Preview', 'format': 'ArcGIS Map Preview', 'title': 'U.S. Forest Service Wilderness Areas 2', 'mediaType': 'text/html', 'downloadURL': 'http://usfs.maps.arcgis.com/home/webmap/viewer.html?services=a69817698b9742f1b5726b5da6640242', '@type': 'dcat:Distribution'}, {'accessURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_Wilderness_02/MapServer', '@type': 'dcat:Distribution', 'format': 'API', 'description': 'Link to API', 'title': 'API'}, {'downloadURL': 'http://data.fs.usda.gov/geodata/edw/edw_resources/meta/S_USA.Wilderness.xml', '@type': 'dcat:Distribution', 'description': 'S_USA.Wilderness.xml', 'mediaType': 'text/xml', 'title': 'Metadata'}, {'downloadURL': 'http://apps.fs.usda.gov/arcx/rest/services/EDW/EDW_Wilderness_02/MapServer/generateKml', '@type': 'dcat:Distribution', 'description': 'Link to generate KML', 'mediaType': 'text/html', 'title': 'KML'}]",USDA-FS-00074
